Ejercicio;Tema
Se deja correr un cuerpo por un plano inclinado de 18 m de longitud La aceleracion del movil es de 4 m s2  calcular a) Tiempo que tarda el movil en recorrer la rampa b) velocidad que lleva al finalizar el recorrido inclinado;mruv
Un avion despega de la pista de un aeropuerto despues de recorrer 1000 m de la misma con una velocidad de 120 Km h Calcular a) la aceleracion durante ese trayecto b) El tiempo que ha tardado en despegar si partio del reposo c) La distancia recorrida en tierra en el ultimo segundo;mruv
Dos cuerpos A y B situados a 2 Km de distancia salen simultaneamente uno en persecucion del otro con movimiento acelerado ambos siendo la aceleracion del mas lento el B de 32 cm s2  Deben encontrarse a 3025 Km de distancia del punto de partida del B Calcular a) tiempo que tardan en encontrarse b) aceleracion de A c) Sus velocidades en el momento del encuentro;mruv
Un tren que va a 50 Km h debe reducir su velocidad a 25 Km h al pasar por un puente Si realiza la operacion en 4 segundos ¿Que camino ha recorrido en ese tiempo?;mruv
¿Que velocidad llevaba un coche en el momento de frenar si ha circulado 12 m hasta pararse (a = 30 cm s2 ) ¿Cuanto tiempo ha necesitado para parar?;mruv
La velocidad de un vehiculo es de 108 Km h y en 5 segundos reduce la velocidad a 72 Km h Calcular el tiempo que tardo en pararse;mruv
Un avion recorre 1200 m a lo largo de la pista antes de detenerse cuando aterriza Suponiendo que su deceleracion es constante y que en el momento de tocar tierra su velocidad era de 100 Km h Calcular a) tiempo que tardo en pararse b) Distancia que recorrio en los diez primeros segundos;mruv
Un barco recorre la distancia que separa Gran Canaria de Tenerife (90 km) en 6 h ¿Cual es la velocidad media del barco en m s?;mru
¿Cuanto tiempo tardare en completar la distancia de una maraton (42 km) si corro con una velocidad media de 15 km h?;mru
Un auto parte del reposo y en el primer segundo recorre 25 cm Si cumple su trayectoria con M R UV se desea saber: ¿Que velocidad posee a los 7 segundos? ¿Que espacio recorrio en ese tiempo? ¿Que espacio recorrio en 2 minutos?;mruv
Un tren  parte del reposo con una aceleracion constante de 04 m s2   Alcanza su velocidad maxima a los 3 minutos en ese momento aplica los frenos yse detiene pasados 15 minutos Se desea saber: ¿Cual es la velocidad maxima alcanzada? ¿Cual es la aceleracion negativa? ¿Cual es la distancia total recorrida por el tren?;mruv
¿Que tiempo tardara en tocar tierra un cuerpo que cae libremente desde un avion que vuela a 1960 m de altura?;mruv
Un automovil que parte del reposo con aceleracion constante recorre en el primer segundo 4 metros ¿Que aceleracion posee? ¿Que velocidad tendra a los 10 segundos?;mruv
Un  motociclista que parte del reposo con aceleracion constante logra recorrer en los tres primeros segundos una distancia de 11 metros Calcular: ¿Que espacio recorrera en 22 segundos? ¿Cuanto tiempo empleara para recorrer 100 km? ¿Con que velocidad llegara a los 22 segundos?;mruv
Un automovil parte del reposo con una aceleracion constante de 3 m s2 se desea saber: a) ¿Que velocidad tendra a los 8 segundos de haber iniciado el movimiento? b) ¿Que distancia habra recorrido?;mruv
Un movil se desplaza con M R U V partiendo del reposo con una aceleracion de 518 km h2 ¿Que velocidad habra desarrollado en los 10 primeros segundos? ¿Que distancia habra recorrido a los 32 segundos de la partida? Representar graficamente la velocidad en funcion del tiempo;mruv
Se lanza una piedra verticalmente hacia arriba con una v0 = 25 m s Averiguar el valor de la altura maxima alcanzada;tv
Se lanza verticalmente hacia abajo desde una torre una pelota de tenis con una velocidad inicial de 5 m s ¿Que velocidad tendra la pelota al cabo de 7 segundos? ¿Que espacio habra recorrido en ese tiempo?;tv
Si se dejara caer una piedra desde la terraza de un edificio y se observa que tarda 3 segundos en llegar al suelo ¿a que altura se encuentra esa terraza y con que velocidad llega esa piedra al piso?;tv
Se lanza una piedra desde lo alto de un faro de 80 m de altura con una velocidad inicial de 4 m s hacia abajo ¿Cuanto tarda en llegar al suelo? ¿Con que velocidad llega? ¿A que altura se encuentra la piedra a los dos segundos de haberla arrojado?;tv
Un motociclista detenido en una esquina arranca con una aceleracion de 003 m s2 En ese mismo instante un automovil lo pasa y sigue con una velocidad constante de 65 km h ¿Cuanto tarda el motociclista en alcanzar al automovil? b) ¿A que distancia de la esquina ocurre esto?;mruv
Un omnibus se mueve con una velocidad  de 20m s y comienza a detenerse a razon de 3m s cada segundo¿Cuanto se desplaza antes de detenerse?;mruv
Un cuerpo parte del reposo y en 10 seg recorre 40 m Calcular: velocidad final que  alcanzael espacio que recorre entre el 5to y el 10mo seg   de movimiento la distancia  que  recorre   en los primeros 2 seg de  movimiento;mruv
Un automovil pasa por un punto a  con una velocidad de 15m s y 50m despues su velocidad es de 25 m s Calcular  la velocidad  que tendra  cuando hayan transcurrido 5 segundos mas si el movimiento mantiene las mismas caracteristicas;mruv
¿A cuantos m seg equivale una velocidad de 131 km h?¿100 km h en m seg?¿ 200 km h en m seg?¿ 185 m seg en km h?¿ 155 m seg en km h?;mru
Un automovil recorre 240 km en 2 horas Calcular cuantos kilometros recorrera en tres horas y en seis horas si mantiene la misma velocidad media;mru
¿Cuanto tarda en llegar la luz del Sol a la Tierra si la velocidad de la luz es de 300000 km seg y la distancia Tierra-Sol es de 150 millones de kilometros?;mru
Un auto de Formula 1 recorre la recta de un circuito con velocidad constante En el tiempo t1 = 05 s y t2 = 15 s  sus posiciones en la recta son x1 = 35 m y x2 = 435 m Calcular: ¿A que velocidad se desplaza ese auto? ¿En que punto de la recta se encontrara a los 3 seg?;mru
El valor de la velocidad del sonido en ciertas condiciones es de 340 m s Calcular el valor en km h;mru
La luz se propaga en el vacio con una velocidad de 300000 km s ¿A que distancia en kilometros se encuentra la estrella «61 del cisne» si su luz necesita 11 anos para llegar a nosotros?;mru
Dos moviles parten simultaneamente desde los puntos A y B situados sobre la misma recta con movimiento rectilineo y uniforme (M R U) y sentido opuesto El primer movil tiene un velocidad de 30 km h y el segundo de 45 km h Sabiendo que la distancia entre ambos puntos es de 200 km calcular: ¿A que distancia de A se encuentran? ¿En que tiempo?;mru
Un motociclista pasa por un semaforo con unas velocidad Vm = 50 km h constante En el mismo instante un camion pasa por el mismo lugar a Vc = 80 km h tambien constante y con la misma direccion ¿Cuanto tiempo despues se encontraran separados por tres cuadras (300 m)?;mru
En el semaforo de una avenida de doble mano se cruzan un colectivo con una velocidad de constante de 40 km h y un camion con velocidad constante de 45 km h ¿Cuanto tiempo transcurrira para que se encuentren a 30 cuadras de 100 m uno del otro?;mru
Un avion sale del Aeroparque de buenos Aires y viaja con destino a Bariloche con velocidad constante de 250 km h A las dos horas sale un segundo avion con el mismo rumbo a 400 km h ¿Cuanto tiempo tarda en alcanzarlo y a que distancia de Aeroparque lo logra?;mru
Dos peatones salen de dos puntos (A-B) que distan 2 km entre si en direccion a un punto C que se encuentra en la misma recta entre los dos primeros a 5 km de distancia de B El que sale de A se mueve con una velocidad va = 7 km h y el que parte de B a vb = 2km h ¿Cual es el primero en llegar a C? ¿A que distancia de A se cruzan? ¿Cuanto tiempo transcurre hasta que ambos se cruzan?;mru
Un micro sale de Bs As con destino a Villaguay con una velocidad de 70km h En el mismo instante otro micro de la misma compania sale de Villaguay con destino a Bs As a una velocidad de 100 km h ¿A que distancia de Bs As y en que momento se cruzaran siendo la distancia a Villaguay-Bs As de 360 km;mru
Un barco zarpa de una ciudad A con sentido a B a una velocidad de 80 km h Transcurridas tres horas Otro barco zarpa de B con el mismo sentido que el primero a 50 km h Si la distancia entre A y B es de 500 km:;mru
Dos ciclistas pasan al mismo tiempo por un punto con velocidades constantes v1 = 30 km h y v2 =15 km h ¿Que distancia los separa al cabo de dos minutos?;mru
Dos ciclistas parten de un mismo punto con la misma velocidad V= 15km h  con MUV de modo que el segundo parte 5 minutos despues del primero Un tercer ciclista parte del otro extremo de la pista (tambien con MRU) cruzandose con el primero y tres minutos despues con el segundo¿Que velocidad tiene el tercer ciclista;mru
Una tortuga corre con una velocidad de 10 cm s una liebre lo hace 20 veces mas rapido En una carrera ambos animales arrancan al mismo tiempo pero la liebre se detiene a descansar 2 minutos La tortuga gana por un caparazon (20 cm) ¿Cuanto tiempo duro la carrera?;mru
En  una carrera  de bicicletas el circuito consta de 20 vueltas de 3000 mts cada una El ganador   necesito  1hora  23min 42seg para  recorrer todo el circuito ganandole al que salio 2do por una vuelta Calcular  la velocidad media del que gano y la  del que salio 2do;mru
Cuando dos automoviles van en una carretera y la distancia de separacion entre ellas se mantiene constante ¿Cual automovil va mas rapido: el que va adelante o el que va atras o van a la misma velocidad?;mru
Un automovil azul se mueve de derecha a izquierda a razon de 60 km h y otro verde se mueve de derecha a izquierda a razon de 80 km h Al momento en que se cruzan ¿que rapidez mediria para el auto verde un pasajero que va en el auto azul?;mru
Una rueda se desliza por un camino horizontal Si se mueve a razon de 8 m s ¿cuanto tardara en recorrer 100 m?;mru
Oscar desea saber la rapidez de un automovil y se pone 700 m delante de donde parte cuando pasa junto a el activa un cronometro y lo detiene cuando el auto esta a 1500 m de su punto de partida Si el cronometro marco 40 s ¿Cual era la rapidez del automovil?;mru
Un atleta recorre 100 m en 10 s a) ¿Con que rapidez se desplaza? b) ¿que distancia recorreria en una hora? (si pudiera mantener esa rapidez);mru
Un bus en el trayecto Vina-Santiago tarda una hora tres cuartos Si la distancia que recorre es de 110 km  ¿con que rapidez se desplazo? Exprese el resultado en km h y en m s;mru
"La velocidad del sonido en el aire es de 340 m s ¿Cuanto tarda un espectador de un partido de futbol en escuchar el ruido de un ""chute"" que se lanza a 1275 m de distancia de el?";mru
Un mach es la velocidad del sonido Un avion supersonico viaja a 25 mach ¿Cuanto tardara en recorrer 2448 km?;mru
Desde un mismo punto parten un automovil azul a razon de 72 km hr y una citroneta amarilla a razon de 15 m sg a) ¿Que distancia los separara al cabo de media hora si se dirigen hacia un mismo lugar? b) ¿que distancia los separara al cabo de media hora si parten en una misma direccion pero en sentidos contrarios?;mru
Un auto de juguete avanza segun las siguientes condiciones: en madera a 05 m s en cemento a 04 m s en baldosa a 08 m s ¿Cuanto tarda en recorrer una distancia total de 20 metros repartidos en 4 metros de madera 25 metros de cemento y el resto en baldosa?;mru
Un tren viaja a 50 km h simultaneamente se empieza a mover otro tren en sentido contrario a la misma rapidez Se encuentran separados 100 km Una paloma simultaneamente se ponen en movimientos los trenes vuela de un tren a otro luego se devuelve al primero y vuelve a ir al otro y asi sucesivamente La paloma vuela a 100 km h ¿Que distancia vuela la paloma hasta que los trenes se cruzan?;mru
"Una tortuga puede ""correr"" a 6 cm  sg mientras un caracol a 1 cm s Estan sobre un camino con una sola direccion a) ¿Que distancia los separa al cabo de 8 minutos si parten en el mismo sentido? b) y ¿si parten en sentidos contrarios?";mru
 Floripondio llama a Superman para que le venga a ayudar Cuando hace el llamado Superman esta a 45 millones de kilometros de distancia Floripondio trasmite su mensaje a la velocidad luz (300000 km s) Superman escucha espera 5 segundos y parte en ayuda de su amigo de la infancia lo hace a razon de 9 10 veces la velocidad de la luz ¿Cuanto tiempo tardara en llegar a prestar su ayuda?;mru
¿A cuantos m s equivale la velocidad de un movil que se desplaza a 72 km h? ;mru
